"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1996",78.8638822076666,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1997",81.7260380650703,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1998",85.368266133362,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1999",93.0328301836143,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2000",100.240697412219,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2001",105.672836626221,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2002",106.330933909589,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2003",107.47976752926,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2004",108.166231074841,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2005",110.622749382583,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2006",112.954456136583,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2007",113.467885482658,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2008",106.308240899817,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2009",106.5375,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2010",107.3575,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2011",102.0925,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2012",94.8724999999999,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2013",93.085,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2014",97.0375,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2016",107.115,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2017",117.015,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2018",129.0325,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2019",141.8825,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2020",154.3275,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2021",168.840000004145,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2005",65.0965362479113,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2006",75.9868100329749,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2007",98.0047549881124,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2008",115.552711118222,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2009",100.81724795688,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2010",96.7842580393549,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2011",95.3292616768457,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2012",92.7542681143296,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2013",93.5867660330849,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2014",94.9067627330931,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2016",106.702733243167,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2017",112.990217524456,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2018",121.320196699508,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2019",132.395169012077,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2020",145.061137347157,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2021",154.333614158923,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1991",42.672742068569,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1992",42.3859722890556,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1993",42.2600733614643,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1994",42.8930651918537,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1995",44.3933607456495,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1996",45.5229539015377,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1997",47.4638957019029,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1998",49.7720427077425,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1999",53.2447547938013,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2000",57.2385485523905,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2001",62.676682785846,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2002",73.3081477824408,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2003",87.9508924997903,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2004",104.07644680877,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2005",119.271747930548,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2006",135.500411248972,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2007",148.79112802218,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2008",146.666133334667,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2009",136.975157562106,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2010",134.555163612091,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2011",124.270189324527,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2012",105.905235236912,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2013",96.2392594018517,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2014",96.5392586518536,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2016",104.622738443154,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2017",111.105222236945,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2018",118.580203549491,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2019",124.71518821203,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2020",127.505181237047,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2021",132.195169513105,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1991",29.5257074175824,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1992",26.7396222527472,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1993",23.7836538461538,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1994",24.8709065934066,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1995",24.9388598901099,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1996",25.1427197802198,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1997",26.8075755494505,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1998",29.3558241758242,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1999",32.1079326923076,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2000",35.7094574175824,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2001",38.5295192307692,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2002",40.9758379120879,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2003",43.6939697802197,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2004",47.7711675824175,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2005",52.0399999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2006",58.4574999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2007",65.7349999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2008",66.4725,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2009",68.5649999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2010",73.965,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2011",75.8724999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2012",76.8249999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2013",80.7849999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2014",88.4024999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2016",108.2425,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2017",115.4275,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2018",114.35,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2019",117.1875,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2020",122.11,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2021",134.462500000631,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2005",59.0128524688718,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2006",88.2215294461763,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2007",106.534983662541,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2008",96.2920092699767,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2009",60.4665988335029,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2010",63.9010902472744,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2011",69.3230766923083,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2012",74.3710640723398,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2013",82.2932942667643,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2014",93.5795160512099,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2016",104.74448813878,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2017",110.511223721941,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2018",117.065957335107,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2019",125.267186832033,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2020",132.79166802083,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2021",152.777618058345,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2006",104.474999988282,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2007",142.3675,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2008",143.9425,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2009",90.2400000000001,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2010",80.3500000000001,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2011",88.7250000000002,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2012",91.3625000000002,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2013",97.6225000000001,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2014",103.475,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2016",108.4875,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2017",118.0125,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2018",129.3,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2019",140.875,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2020",145.7675,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2021",161.644999994673,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2006",94.2474999922631,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2007",119.055,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2008",129.755,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2009",90.9225,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2010",84.2025,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2011",89.765,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2012",89.5575,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2013",90.645,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2014",96.47,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2016",105.4,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2017",114.7975,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2018",123.18,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2019",131.61,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2020",141.1775,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2021",163.840000004176,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2007",120.845000008208,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2008",129.3075,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2009",117.055,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2010",117.205,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2011",120.385,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2012",112.09,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2013",106.21,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2014",99.2025000000001,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2016",103.2525,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2017",111.785,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2018",121.5475,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2019",129.69,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2020",135.6575,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2021",151.31749999974,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1991",50.5838104529392,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1992",51.0943644735305,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1993",51.5046132101842,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1994",52.6883573293809,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1995",53.3589536956715,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1996",54.1007657433715,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1997",55.2012086819925,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1998",56.9791374164409,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1999",59.5433325550852,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2000",62.7412468653183,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2001",65.8182503055725,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2002",69.8343913730744,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2003",74.2695096451189,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2004",79.0571540116602,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2005",84.4894168817972,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2006",89.7084605026217,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2007",93.3715802176643,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2008",91.6335856886182,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2009",87.9866972292778,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2010",88.6048137111364,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2011",88.4544766258353,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2012",89.3896322526433,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2013",92.1401189823776,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2014",95.5784717179591,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2016",105.360045041199,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2017",111.142287702857,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2018",116.608667876648,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2019",121.352277944625,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2020",128.974930647931,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2021",145.21503101681,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2005",80.0850000038443,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2006",91.8575,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2007",118.42,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2008",147.9725,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2009",117.785,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2010",105.8075,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2011",99.9749999999999,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2012",98.0725,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2013",95.915,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2014",97.29,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2016",107.02,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2017",116.295,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2018",123.955,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2019",131.4175,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2020",137.4125,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2021",149.332500001725,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2009",129.277499996742,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2010",119.5425,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2011",104.8275,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2012",99.5099999999999,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2013",99.26,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2014",97.22,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2016",105.95,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2017",112.355,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2018",118.6175,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2019",122.69,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2020",128.435,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2021",134.087499998404,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2005",82.7749999982951,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2006",97.4675,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2007",109.2075,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2008",124.14,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2009",117.9275,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2010",110.47,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2011",110.66,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2012",108.9275,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2013",104.6275,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2014",102.975,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2016",100.8875,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2017",104.745,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2018",111.14,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2019",121.1025,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2020",130.38,
"HRV","HOUSECOST","NOMINAL","IDX2015","A","2021",139.912500004482,
